,BS 1,BS 2,BS 3,BS 4,BS 5,BS 6,BS 7,BS 8,BS 9,BS 10,BS 11,BS 12,BS 13,BS 14,BS 15,BS 16,BS 17,BS 18,BS 19,BS 20,BS 21,BS 22,BS 23,BS 24,BS 25,BS 26,BS 27,BS 28,BS 29,BS 30,BS 31,BS 32,BS 33,BS 34,BS 35,BS 36,BS 37,BS 38,BS 39,BS 40,BS 41,BS 42,BS 43,BS 44,BS 45,BS 46,BS 47,BS 48,BS 49,BS 50,BS 51,BS 52,BS 53,BS 54,BS 55,BS 56,BS 57,BS 58,BS 59,BS 60,BS 61,BS 62,BS 63,BS 64,BS 65,BS 66,BS 67,BS 68,RX Time,SF,HDOP,Latitude,Longitude,Weather param sense time,date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,global_tilted_irradiance_instant,terrestrial_radiation_instant
10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-109,-111,-200,-200,-200,-200,-200,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-04 07:42:55.249000+00:00,11,0.8400000334,51.2261161804,4.4048352242,2018-01-04T07:42,2018-01-04 07:42:00+00:00,6.7955,89.53757,5.1955,3.4550714,0.1,0.1,0.0,0.0,51.0,998.1,997.491,100.0,40.0,100.0,100.0,0.0019464643,0.10358971,14.84318,26.729847,219.09384,224.4544,28.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-102,-104,-200,-200,-200,-200,-200,-101,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-29 06:49:12.586000+00:00,8,0.6400000453,51.2097702026,4.3888435364,2018-01-29T06:49,2018-01-29 06:49:00+00:00,8.945499,81.47916,5.9455,3.9894466,0.0,0.0,0.0,0.0,3.0,1027.9,1027.2777,90.3,100.0,0.0,1.0,0.028907176,0.21225339,27.047956,42.84454,243.09398,245.15764,51.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-200,-200,-200,-102,-200,-200,-200,-200,-200,-200,-200,-200,-98,-105,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-23 17:23:28.828000+00:00,7,1.1000000238,51.2355880737,4.4158234596,2017-12-23T17:23,2017-12-23 17:23:00+00:00,9.5955,93.16811,8.5455,6.548481,0.0,0.0,0.0,0.0,3.0,1031.4,1030.7772,90.0,100.0,0.0,0.0,0.0,0.0817889,18.278645,30.141266,237.87503,240.67961,33.839996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-200,-200,-200,-200,-200,-200,-108,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-104,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-18 09:48:49.209000+00:00,10,0.8000000119,51.2272834778,4.4376368523,2018-01-18T09:48,2018-01-18 09:48:00+00:00,8.7955,60.183342,1.4955001,-0.6473088,0.0,0.0,0.0,0.0,2.0,993.7,993.09814,58.5,65.0,0.0,0.0,0.12078592,0.45172918,51.844997,79.56,269.20428,270.0,96.12,61.0,34.0,27.0,185.15497,60.999992,259.49484,76.0482,42.387524,33.66068,185.15498,76.048195,323.5101
14,-105,-103,-200,-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-13 22:54:29.543000+00:00,12,0.6800000072,51.1943435669,4.4186902046,2018-01-13T22:54,2018-01-13 22:54:00+00:00,1.7455001,88.48119,0.045500003,-2.5409284,0.0,0.0,0.0,0.0,0.0,1021.1,1020.4658,2.6999998,3.0,0.0,0.0,0.0022415405,0.08006668,14.869351,29.44307,96.952866,101.99688,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-101,-95,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-09 23:42:19.191000+00:00,9,0.6000000238,51.1940460205,4.4186248779,2018-01-09T23:42,2018-01-09 23:42:00+00:00,6.9954996,92.0703,5.7955,4.0596113,0.0,0.0,0.0,0.0,3.0,1008.9,1008.2851,100.0,100.0,99.0,0.0,0.0,0.07959634,12.964998,23.623243,181.59111,187.88304,23.039999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-200,-111,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-112,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-31 10:01:27.201000+00:00,12,1.0800000429,51.2000427246,4.411670208,2018-01-31T10:01,2018-01-31 10:01:00+00:00,8.5955,88.45769,6.7955,3.1633062,0.8,0.8,0.0,0.0,53.0,1006.4,1005.7901,100.0,81.0,100.0,100.0,0.039095886,0.1291861,31.65135,50.226128,236.12915,236.99335,61.920002,36.0,0.0,36.0,0.0,36.0,350.46347,42.278286,0.0,42.278286,0.0,42.278286,411.5832
17,-200,-200,-200,-200,-108,-200,-200,-200,-200,-200,-200,-200,-111,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-09 16:24:27.602000+00:00,11,0.8500000238,51.2226295471,4.4041419029,2018-01-09T16:24,2018-01-09 16:24:00+00:00,6.4954996,89.51369,4.8954997,3.1456623,0.0,0.0,0.0,0.0,3.0,1008.5,1007.8841,100.0,100.0,47.0,15.0,0.010466502,0.10170859,14.471821,24.569832,185.7105,190.9806,25.56,8.0,0.0,8.0,0.0,8.0,27.253986,0.0,0.0,0.0,0.0,0.0,0.0
18,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-115,-200,-200,-200,-115,-200,-200,-200,-200,-200,-200,-200,-200,-117,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-27 08:20:46.848000+00:00,12,0.75,51.2098731995,4.3991265297,2017-12-27T08:20,2017-12-27 08:20:00+00:00,5.2955,92.28859,4.1454997,0.7940297,0.0,0.0,0.0,0.0,3.0,981.5,980.89813,100.0,97.0,62.0,54.0,0.016850142,0.0688414,21.313093,34.608715,195.67958,198.81198,41.760002,0.0,0.0,0.0,0.0,0.0,29.148563,0.0,0.0,0.0,0.0,0.0,77.197235
19,-200,-200,-200,-200,-200,-200,-200,-200,-100,-200,-200,-115,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-17 08:36:40.407000+00:00,12,0.7099999785,51.2190856934,4.4198417664,2018-01-17T08:36,2018-01-17 08:36:00+00:00,2.2455,74.313995,-1.8544999,-3.6280112,0.1,0.0,0.07,0.0,71.0,999.6,998.9801,42.9,14.0,38.0,25.0,0.043324094,0.18501848,23.857979,38.90666,264.80566,267.87894,46.44,1.0,0.0,1.0,0.0,1.0,68.339134,2.2300498,0.0,2.2300498,0.0,1.1924775,152.39969
20,-200,-97,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-110,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-14 03:40:02.260000+00:00,12,0.6600000262,51.1942977905,4.4184532166,2018-01-14T03:40,2018-01-14 03:40:00+00:00,1.5955,91.0696,0.2955,-2.5835676,0.0,0.0,0.0,0.0,0.0,1019.8,1019.16626,0.9,1.0,0.0,0.0,0.0,0.061412334,14.4,28.623962,90.0,96.49925,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-102,-85,-200,-200,-200,-200,-200,-107,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-05 16:21:19.492000+00:00,12,0.9899999499,51.219078064,4.4081783295,2018-01-05T16:21,2018-01-05 16:21:00+00:00,7.4455,88.052,5.5955,3.2838416,1.6,1.6,0.0,0.0,61.0,997.3,996.69305,63.300003,0.0,65.0,81.0,0.022635529,0.12367886,21.068459,34.882866,236.853,238.9349,43.199997,4.0,0.0,4.0,0.0,4.0,23.497766,0.0,0.0,0.0,0.0,0.0,0.0
22,-200,-102,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-108,-112,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-05 18:08:06.836000+00:00,12,0.7299999595,51.2064094543,4.4098615646,2018-01-05T18:08,2018-01-05 18:08:00+00:00,6.7454996,89.8454,5.1955,2.7090454,0.0,0.0,0.0,0.0,1.0,997.8,997.1912,23.1,25.0,1.0,0.0,0.0052358247,0.100197494,19.61587,33.636406,222.7688,227.60262,35.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-200,-103,-105,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-12 00:13:46.104000+00:00,12,0.7599999905,51.1944618225,4.4186067581,2018-01-12T00:13,2018-01-12 00:13:00+00:00,5.2454996,99.6531,5.1955,2.6097918,0.0,0.0,0.0,0.0,3.0,1024.5,1023.87177,100.0,100.0,86.0,0.0,0.0,0.00308609,10.009036,14.658676,322.3057,335.32315,14.759999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-106,-97,-200,-200,-200,-200,-200,-200,-200,-200,-105,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-29 18:53:18.937000+00:00,9,0.7899999619,51.2191238403,4.4044218063,2017-12-29T18:53,2017-12-29 18:53:00+00:00,5.3455,91.9687,4.1454997,1.2262406,0.1,0.1,0.0,0.0,51.0,996.6,995.9889,100.0,29.0,91.0,80.0,0.0009903507,0.07194656,18.692286,32.26572,254.3577,259.06622,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-200,-200,-200,-200,-200,-200,-200,-200,-103,-200,-99,-200,-102,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-26 08:30:08.233000+00:00,12,0.6200000048,51.2286949158,4.439353466,2018-01-26T08:30,2018-01-26 08:30:00+00:00,3.7955,96.53889,3.2955,0.94902897,0.0,0.0,0.0,0.0,1.0,1015.9,1015.27356,34.800003,4.0,2.0,100.0,0.012281098,0.027823329,8.825508,19.008547,191.76826,204.62355,15.84,5.0,0.0,5.0,0.0,5.0,80.53592,10.646926,0.0,10.646926,0.0,6.2391877,171.49199
26,-115,-114,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-115,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2017-12-13 10:43:59.540000+00:00,11,0.719999969,51.2014579773,4.4237618446,2017-12-13T10:43,2017-12-13 10:43:00+00:00,5.4954996,90.3803,4.0455,-0.7545824,0.5,0.5,0.0,0.05,53.0,1000.4,999.7868,100.0,100.0,99.0,100.0,0.027175253,0.08707744,33.16692,52.869774,207.12122,209.35765,61.199997,11.0,0.0,11.0,0.0,11.0,324.01926,12.140927,0.0,12.140927,0.0,12.140927,357.6267
27,-200,-200,-200,-200,-200,-200,-114,-200,-200,-200,-113,-200,-200,-200,-200,-200,-109,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-02-03 11:04:52.803000+00:00,10,0.7099999785,51.2128334045,4.4376215935,2018-02-03T11:04,2018-02-03 11:04:00+00:00,3.1455,93.8152,2.2455,-0.066720486,0.3,0.3,0.0,0.0,51.0,1006.7,1006.07794,100.0,19.0,99.0,96.0,0.03377183,0.047491252,10.009036,13.979872,232.3057,235.49141,19.8,84.0,3.0,81.0,8.82198,84.0,478.86392,90.01136,3.2146916,86.79667,8.82198,90.01136,513.13324
28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-111,-200,-200,-200,-200,-109,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2018-01-04 12:55:32.885000+00:00,9,0.9499999881,51.2146949768,4.4186635017,2018-01-04T12:55,2018-01-04 12:55:00+00:00,8.5455,96.66629,8.0455,5.703703,1.2,1.2,0.0,0.0,55.0,992.4,991.7986,100.0,100.0,100.0,98.0,0.01851304,0.037185073,15.986595,27.691935,187.76508,195.84314,34.56,12.0,0.0,12.0,0.0,12.0,379.0102,11.303437,0.0,11.303437,0.0,11.303437,357.00986
